instrument_token,tradingsymbol,name,exchange
1169409,ATLASCYCLE,ATLAS CYCLE (HARYANA),NSE
1169921,605RJ26-SG,SDL RJ 6.05% 2026,NSE
1170177,684RJ31A-SG,SDL RJ 6.84% 2031,NSE
1171201,675GJ31-SG,SDL GJ 6.75% 2031,NSE
1171969,678GA31-SG,SDL GA 6.78% 2031,NSE
1172225,68MH31-SG,SDL MH 6.8% 2031,NSE
1172481,683MH32B-SG,SDL MH 6.83% 2032,NSE
1172737,681KL31-SG,SDL KL 6.81% 2031,NSE
1174273,RAMCOIND,RAMCO INDUSTRIES,NSE
1176065,KOTHARIPET,KOTHARI PETROCHEM,NSE
1177089,HERITGFOOD,HERITAGE FOODS,NSE
1180673,692HR36A-SG,SDL HR 6.92% 2036,NSE
1191425,AILIMITED-ST,ABHISHEK INTEGRATIONS,NSE
1191937,SBCL,SHIVALIK BIMETAL CON.,NSE
1195009,BANKBARODA,BANK OF BARODA,NSE
1199105,SONACOMS,SONA BLW PRECISION FRGS L,NSE
1201409,SHYAMMETL,SHYAM METALICS AND ENGY L,NSE
1207553,GAIL,GAIL (INDIA),NSE
1211393,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,NSE
1214721,BANKINDIA,BANK OF INDIA,NSE
1215233,INDNIPPON,INDIA NIPPON ELECT ,NSE
1215489,709KL36-SG,SDL KL 7.09% 2036,NSE
1215745,CONCOR,CONTAINER CORP OF IND,NSE
1216001,689GA31-SG,SDL GA 6.89% 2031,NSE
1216257,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,NSE
1216513,683MH31-SG,SDL MH 6.83% 2031,NSE
1217281,683TN31-SG,SDL TN 6.83% 2031,NSE
1217793,688UP31A-SG,SDL UP 6.88% 2031,NSE
1218561,689MH32-SG,SDL MH 6.89% 2032,NSE
1219585,69RJ32-SG,SDL RJ 6.9% 2032,NSE
1220097,713AP36-SG,SDL AP 7.13% 2036,NSE
1221377,TCIFINANCE,TCI FINANCE,NSE
1222145,LAKPRE-BZ,LAKSHMI PRE SCRE,NSE
1222401,DCMFINSERV,DCM FINANCIAL SERVICES LT,NSE
1223681,704RJ36-SG,SDL RJ 7.04% 2036,NSE
1224193,706WB36-SG,SDL WB 7.06% 2036,NSE
1224705,707HR37-SG,SDL HR 7.07% 2037,NSE
1225985,712AP37-SG,SDL AP 7.12% 2037,NSE
1226241,706KL38-SG,SDL KL 7.06% 2038,NSE
1226753,706TS41-SG,SDL TS 7.06% 2041,NSE
1227009,706KL41-SG,SDL KL 7.06% 2041,NSE
1231105,KCPSUGIND,KCP SUGAR IND CORP,NSE
1234433,DODLA,DODLA DAIRY,NSE
1238529,LIQUIDIETF,ICICIPRAMC - ICICILIQ,NSE
1239809,SNOWMAN,SNOWMAN LOGISTICS,NSE
1240833,KIMS,KRISHNA INST OF MED SCI L,NSE
1244929,624RJ26-SG,SDL RJ 6.24% 2026,NSE
1245697,691RJ31-SG,SDL RJ 6.91% 2031,NSE
1246465,713RJ41-SG,SDL RJ 7.13% 2041,NSE
1246721,INDSWFTLAB,IND SWIFT LABORATORIES LT,NSE
1248513,679WB28-SG,SDL WB 6.79% 2028,NSE
1249281,696GA31-SG,SDL GA 6.96% 2031,NSE
1249537,689MH31-SG,SDL MH 6.89% 2031,NSE
1250049,695MH32-SG,SDL MH 6.95% 2032,NSE
1250561,70MN31-SG,SDL MN 7.0% 2031,NSE
1251073,695PN31-SG,SDL PN 6.95% 2031,NSE
1251585,694UP31A-SG,SDL UP 6.94% 2031,NSE
1252097,694UK31-SG,SDL UK 6.94% 2031,NSE
1252353,SAREGAMA,SAREGAMA INDIA,NSE
1252609,688GJ31-SG,SDL GJ 6.88% 2031,NSE
1252865,71JK33-SG,SDL JK 7.1% 2033,NSE
1253121,719ML41-SG,SDL ML 7.19% 2041,NSE
1253633,713KL46-SG,SDL KL 7.13% 2046,NSE
1253889,FDC,FDC,NSE
1254145,72KL56-SG,SDL KL 7.2% 2056,NSE
1254401,718TS51-SG,SDL TS 7.18% 2051,NSE
1256193,ENGINERSIN,ENGINEERS INDIA,NSE
1257217,MADRASFERT,MADRAS FERTILISERS,NSE
1259521,HINDCON,HINDCON CHEMICALS,NSE
1261057,931SFIL26A-NA,,NSE
1262081,96SFIL24A-NB,,NSE
1263105,IPL,INDIA PESTICIDES,NSE
1263617,97SFIL26A-NC,,NSE
1265153,92SFIL28-ND,,NSE
1267969,ADROITINFO,ADROIT INFOTECH,NSE
1268993,GANGAFORGE,GANGA FORGING,NSE
1270529,ICICIBANK,ICICI BANK,NSE
1273089,PHARMABEES,NIPPONAMC - NETFPHARMA,NSE
1274881,675BR27-SG,SDL BR 6.75% 2027,NSE
1275137,KESORAMIND-BE,KESORAM INDUSTRIES,NSE
1275393,633AS26-SG,SDL AS 6.33% 2026,NSE
1275905,682CG28-SG,SDL CG 6.82% 2028,NSE
1276417,IRCON,IRCON INTERNATIONAL,NSE
1277185,683WB28-SG,SDL WB 6.83% 2028,NSE
1277697,691GJ30-SG,SDL GJ 6.91% 2030,NSE
1277953,SHARDACROP,SHARDA CROPCHEM,NSE
1278209,694MH31-SG,SDL MH 6.94% 2031,NSE
1278465,695TN31A-SG,SDL TN 6.95% 2031,NSE
1279233,697RJ31-SG,SDL RJ 6.97% 2031,NSE
1279489,699GA31-SG,SDL GA 6.99% 2031,NSE
1280513,701MH32-SG,SDL MH 7.01% 2032,NSE
1280769,712MZ34-SG,SDL MZ 7.12% 2034,NSE
1281025,715AP37-SG,SDL AP 7.15% 2037,NSE
1281281,719AP38-SG,SDL AP 7.19% 2038,NSE
1282561,GOENKA-BZ,GOENKA DIAMOND&JEWELS,NSE
1283073,610GS2031-GS,GOI LOAN  6.10% 2031,NSE
1283329,WALPAR-SM,WALPAR NUTRITIONS,NSE
1285889,SVPGLOB-BE,SVP GLOBAL TEXTILES,NSE
1286401,629RJ26-SG,SDL RJ 6.29% 2026,NSE
1286657,682BR28-SG,SDL BR 6.82% 2028,NSE
1286913,699GA31A-SG,SDL GA 6.99% 2031,NSE
1288449,695GJ31-SG,SDL GJ 6.95% 2031,NSE
1288705,70MP31-SG,SDL MP 7.0% 2031,NSE
1288961,695MH31-SG,SDL MH 6.95% 2031,NSE
1289217,70RJ31-SG,SDL RJ 7.0% 2031,NSE
1289473,698TN31-SG,SDL TN 6.98% 2031,NSE
1289729,699UP31-SG,SDL UP 6.99% 2031,NSE
1289985,702WB31-SG,SDL WB 7.02% 2031,NSE
1290241,70UK31-SG,SDL UK 7.0% 2031,NSE
1290497,712AP35-SG,SDL AP 7.12% 2035,NSE
1291265,714AP36-SG,SDL AP 7.14% 2036,NSE
1291521,724TS51-SG,SDL TS 7.24% 2051,NSE
1292545,CLEAN,CLEAN SCIENCE & TECH,NSE
1293825,GRINFRA,G R INFRAPROJECTS,NSE
1298433,SHEMAROO-BE,SHEMAROO ENTER.,NSE
1299969,627RJ26-SG,SDL RJ 6.27% 2026,NSE
1302017,697TN31-SG,SDL TN 6.97% 2031,NSE
1302273,701MN31-SG,SDL MN 7.01% 2031,NSE
1302785,701UP31-SG,SDL UP 7.01% 2031,NSE
1303041,717TS41-SG,SDL TS 7.17% 2041,NSE
1303297,724TN51-SG,SDL TN 7.24% 2051,NSE
1304833,ETERNAL,ETERNAL - ZOMATO,NSE
1307649,KPIGREEN,KPI GREEN ENERGY,NSE
1308929,SGBJUL29IV-GB,2.50%GOLDBONDS2029SR-IV,NSE
1309185,SGIL,SYNERGY GREEN IND.,NSE
1316353,CIGNITITEC,CIGNITI TECHNOLOGIES,NSE
1316609,JAICORPLTD,JAI CORP,NSE
1317121,85PCHFL26-N7,,NSE
1318657,875PCHFL26-N8,,NSE
1319681,875PCHFL31-N9,,NSE
1320961,9PCHFL31A-NA,,NSE
1321473,TATVA,TATVA CHIN PHARM CHEM,NSE
1323009,SBIETFCON,SBIAMC - SBIETFCON,NSE
1324033,699WB30-SG,SDL WB 6.99% 2030,NSE
1324289,697TN31A-SG,SDL TN 6.97% 2031,NSE
1324545,699UP31A-SG,SDL UP 6.99% 2031,NSE
1327617,STYLAMIND,STYLAM INDUSTRIES,NSE
1329665,ANTGRAPHIC,ANTARCTICA,NSE
1332225,GMDCLTD,GUJARAT MINERAL DEV CORP,NSE
1334273,10IIFL28-N4,,NSE
1334785,96IIFL28-N5,,NSE
1335553,IIFLZC28C-N6,,NSE
1336321,BFSI,MIRAEAMC - MAFSETF,NSE
1337857,625AS26-SG,SDL AS 6.25% 2026,NSE
1338113,677BR28-SG,SDL BR 6.77% 2028,NSE
1338625,698HR31-SG,SDL HR 6.98% 2031,NSE
1338881,698TN31A-SG,SDL TN 6.98% 2031,NSE
1339137,70WB31-SG,SDL WB 7.0% 2031,NSE
1339393,71MH36-SG,SDL MH 7.1% 2036,NSE
1339905,714AP37-SG,SDL AP 7.14% 2037,NSE
1340417,714AP41-SG,SDL AP 7.14% 2041,NSE
1340673,714TS41-SG,SDL TS 7.14% 2041,NSE
1341185,MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,NSE
1342721,AAREYDRUGS,AAREY DRUGS & PHARM,NSE
1346049,INDUSINDBK,INDUSIND BANK,NSE
1347585,PDSL,PDS,NSE
1347841,ALIVUS,ALIVUS LIFE SCIENCES,NSE
1351425,ROLEXRINGS,ROLEX RINGS,NSE
1354753,PRITIKAUTO,PRITIKA AUTO INDUS,NSE
1358337,FMCGIETF,ICICIPRAMC - ICICIFMCG,NSE
1359105,REXPIPES-SM,REX PIPES AND CABLES,NSE
1360129,UGROCAP,UGRO CAPITAL,NSE
1364481,624MH26-SG,SDL MH 6.24% 2026,NSE
1365249,699GA31B-SG,SDL GA 6.99% 2031,NSE
1365505,698GJ31-SG,SDL GJ 6.98% 2031,NSE
1365761,702UP31-SG,SDL UP 7.02% 2031,NSE
1366017,70TN31-SG,SDL TN 7.0% 2031,NSE
1367553,71JK33A-SG,SDL JK 7.1% 2033,NSE
1367809,709TS34-SG,SDL TS 7.09% 2034,NSE
1368065,679WB28A-SG,SDL WB 6.79% 2028,NSE
1370113,EXXARO,EXXARO TILES,NSE
1371649,PENINLAND-BE,PENINSULA LAND,NSE
1371905,KRSNAA,KRSNAA DIAGNOSTICS,NSE
1373697,WINDLAS,WINDLAS BIOTECH,NSE
1375489,DEVYANI,DEVYANI INTERNATIONAL,NSE
1376769,ASAHIINDIA,ASAHI INDIA GLASS,NSE
1377793,EPIGRAL,EPIGRAL,NSE
1378561,AAVAS,AAVAS FINANCIERS,NSE
1380865,MOL,MEGHMANI ORGANICS,NSE
1382657,NGIL,NAKODA GROUP OF IND.,NSE
1384193,CARTRADE,CARTRADE TECH,NSE
1385985,643MH27-SG,SDL MH 6.43% 2027,NSE
1386241,692HR30-SG,SDL HR 6.92% 2030,NSE
1386497,697AS31-SG,SDL AS 6.97% 2031,NSE
1386753,697TN31B-SG,SDL TN 6.97% 2031,NSE
1387009,697NL31-SG,SDL NL 6.97% 2031,NSE
1387265,697PN31-SG,SDL PN 6.97% 2031,NSE
1387777,697UP31-SG,SDL UP 6.97% 2031,NSE
1389057,NUVOCO,NUVOCO VISTAS CORP,NSE
1389569,TRIGYN,TRIGYN TECHNOLOGIES,NSE
1391361,APTUS,APTUS VALUE HSG FIN I,NSE
1394945,CHEMPLASTS,CHEMPLAST SANMAR,NSE
1396481,SGBAUG29V-GB,2.50%GOLDBONDS2029SR-V,NSE
1396993,DUGLOBAL-SM,DUDIGITAL GLOBAL,NSE
1399041,PARIN-ST,PARIN ENTERPRISES,NSE
1399553,638MH27-SG,SDL MH 6.38% 2027,NSE
1399809,698AS31A-SG,SDL AS 6.98% 2031,NSE
1400065,697GA31-SG,SDL GA 6.97% 2031,NSE
1400321,699WB31-SG,SDL WB 6.99% 2031,NSE
1400577,695TN31B-SG,SDL TN 6.95% 2031,NSE
1401089,698UP31-SG,SDL UP 6.98% 2031,NSE
1401345,697KL31-SG,SDL KL 6.97% 2031,NSE
1401601,GRSE,GARDEN REACH SHIP&ENG,NSE
1402625,719KL51-SG,SDL KL 7.19% 2051,NSE
1408257,YUKEN,YUKEN INDIA,NSE
1409793,SERVOTECH,SERVOTECH REN POW SYS,NSE
1412097,JAIPURKURT,NANDANI CREATION,NSE
1414145,628GJ27-SG,SDL GJ 6.28% 2027,NSE
1414401,599MP26-SG,SDL MP 5.99% 2026,NSE
1414657,705TS35-SG,SDL TS 7.05% 2035,NSE
1414913,705AP35-SG,SDL AP 7.05% 2035,NSE
1415169,KOTHARIPRO,KOTHARI PRODUCTS,NSE
1417217,687HR31-SG,SDL HR 6.87% 2031,NSE
1417473,693HP31-SG,SDL HP 6.93% 2031,NSE
1417729,698HP32-SG,SDL HP 6.98% 2032,NSE
1417985,704KL34-SG,SDL KL 7.04% 2034,NSE
1418497,691RJ31A-SG,SDL RJ 6.91% 2031,NSE
1418753,712WB51-SG,SDL WB 7.12% 2051,NSE
1419265,708JK36-SG,SDL JK 7.08% 2036,NSE
1419521,706KL39-SG,SDL KL 7.06% 2039,NSE
1420545,ABMINTLLTD,ABM INTERNATIONAL,NSE
1422337,685BR30-SG,SDL BR 6.85% 2030,NSE
1422593,688GA31-SG,SDL GA 6.88% 2031,NSE
1422849,684GJ31A-SG,SDL GJ 6.84% 2031,NSE
1423105,70MZ34-SG,SDL MZ 7.0% 2034,NSE
1423361,689PN31-SG,SDL PN 6.89% 2031,NSE
1423617,687RJ31-SG,SDL RJ 6.87% 2031,NSE
1424641,689UP31-SG,SDL UP 6.89% 2031,NSE
1424897,685WB31-SG,SDL WB 6.85% 2031,NSE
1425153,70AP39A-SG,SDL AP 7.0% 2039,NSE
1425409,70TS36-SG,SDL TS 7.0% 2036,NSE
1425665,702AP41-SG,SDL AP 7.02% 2041,NSE
1425921,702ML41-SG,SDL ML 7.02% 2041,NSE
1427201,SGBSEP29VI-GB,2.5%GOLDBONDS2029SR-VI,NSE
1427713,667GS2035-GS,GOI LOAN  6.67% 2035,NSE
1427969,AMIORG,AMI ORGANICS,NSE
1429761,VIJAYA,VIJAYA DIAGNOSTIC CEN,NSE
1435137,INTLCONV,INTL CONVEYORS,NSE
1436161,ASTRAZEN,ASTRAZENECA PHARMA IND LT,NSE
1437185,GANESHBE,GANESH BENZOPLAST,NSE
1439233,ITDCEM,ITD CEMENTATION INDIA,NSE
1442049,J&KBANK,J & K BANK,NSE
1443073,PAR-BE,PAR DRUGS AND CHEM,NSE
1446401,SHANTI,SHANTI OVERSEAS INDIA,NSE
1450753,BEWLTD-ST,BEW ENGINEERING,NSE
1451009,698AP36-SG,SDL AP 6.98% 2036,NSE
1451521,687AS31-SG,SDL AS 6.87% 2031,NSE
1451777,653CG28-SG,SDL CG 6.53% 2028,NSE
1452545,685GA31B-SG,SDL GA 6.85% 2031,NSE
1453057,687JH31-SG,SDL JH 6.87% 2031,NSE
1453313,685MP31-SG,SDL MP 6.85% 2031,NSE
1453569,691MH33-SG,SDL MH 6.91% 2033,NSE
1453825,691MH34-SG,SDL MH 6.91% 2034,NSE
1456129,ARCHIES,ARCHIES,NSE
1456897,687MN31-SG,SDL MN 6.87% 2031,NSE
1457921,687UP31-SG,SDL UP 6.87% 2031,NSE
1458433,698WB36-SG,SDL WB 6.98% 2036,NSE
1459457,CUB,CITY UNION BANK,NSE
1463809,SHREMINVIT-IV,SHREM INVIT,NSE
1467393,AXISCETF,AXISAMC - AXISCETF,NSE
1468417,686AP35-SG,SDL AP 6.86% 2035,NSE
1468673,686KL35-SG,SDL KL 6.86% 2035,NSE
1469441,686RJ36-SG,SDL RJ 6.86% 2036,NSE
1469697,687AP40-SG,SDL AP 6.87% 2040,NSE
1469953,676TN31-SG,SDL TN 6.76% 2031,NSE
1470209,677RJ31A-SG,SDL RJ 6.77% 2031,NSE
1470465,68NL31-SG,SDL NL 6.8% 2031,NSE
1470721,68SK31-SG,SDL SK 6.8% 2031,NSE
1471489,CYIENT,CYIENT,NSE
1472257,SANSERA,SANSERA ENGINEERING,NSE
1480193,MASPTOP50,MIRAEAMC - MASPTOP50,NSE
1497601,925SCL26-NR,,NSE
1497857,BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,NSE
1498881,889SCL26-NS,,NSE
1499393,975SCL28-NT,,NSE
1499905,889SCL28-NU,,NSE
1500417,935SCL28-NV,,NSE
1500929,850SCL25A-NW,,NSE
1501441,LAGNAM,LAGNAM SPINTEX,NSE
1502721,QUADPRO-SM,QUADPRO ITES,NSE
1504513,623RJ27-SG,SDL RJ 6.23% 2027,NSE
1505281,596PY26-SG,SDL PY 5.96% 2026,NSE
1505537,685AS31A-SG,SDL AS 6.85% 2031,NSE
1505793,683GA31-SG,SDL GA 6.83% 2031,NSE
1506049,684PN31-SG,SDL PN 6.84% 2031,NSE
1506561,698PN33-SG,SDL PN 6.98% 2033,NSE
1506817,694RJ33-SG,SDL RJ 6.94% 2033,NSE
1507073,684UP31-SG,SDL UP 6.84% 2031,NSE
1507585,693AP38-SG,SDL AP 6.93% 2038,NSE
1507841,698JK36-SG,SDL JK 6.98% 2036,NSE
1508097,699KL36-SG,SDL KL 6.99% 2036,NSE
1508353,699TR36-SG,SDL TR 6.99% 2036,NSE
1509121,699WB36A-SG,SDL WB 6.99% 2036,NSE
1509377,693TS37-SG,SDL TS 6.93% 2037,NSE
1509633,694AP41-SG,SDL AP 6.94% 2041,NSE
1510401,AXISBANK,AXIS BANK,NSE
1513217,PARAS,PARAS DEF AND SPCE TECH L,NSE
1517057,INTELLECT,INTELLECT DESIGN ARENA,NSE
1520129,MONTECARLO,MONTE CARLO FASHIONS,NSE
1521921,UWCSL-SM,ULTRA WIRING CONN SYS,NSE
1522689,SOUTHBANK,THE SOUTH INDIAN BANK,NSE
1524993,BSLSENETFG,BIRLASLAMC - BSLSENETFG,NSE
1525761,SGBOCT26-GB,2.50%GOLDBONDS2026SR-II,NSE
1527553,704AP34-SG,SDL AP 7.04% 2034,NSE
1527809,709AP39-SG,SDL AP 7.09% 2039,NSE
1528065,691AS31-SG,SDL AS 6.91% 2031,NSE
1528321,687BR30-SG,SDL BR 6.87% 2030,NSE
1528577,659CG28-SG,SDL CG 6.59% 2028,NSE
1528833,689GA31A-SG,SDL GA 6.89% 2031,NSE
1530113,689GJ31-SG,SDL GJ 6.89% 2031,NSE
1531649,70JH33-SG,SDL JH 7.0% 2033,NSE
1532417,688KA31-SG,SDL KA 6.88% 2031,NSE
1532673,693KA32-SG,SDL KA 6.93% 2032,NSE
1533697,705KL36-SG,SDL KL 7.05% 2036,NSE
1533953,706MZ34-SG,SDL MZ 7.06% 2034,NSE
1534465,601RJ26-SG,SDL RJ 6.01% 2026,NSE
1534721,691RJ31B-SG,SDL RJ 6.91% 2031,NSE
1535233,69TN31-SG,SDL TN 6.9% 2031,NSE
1535489,709TS40-SG,SDL TS 7.09% 2040,NSE
1536001,692UP31-SG,SDL UP 6.92% 2031,NSE
1536257,705WB36-SG,SDL WB 7.05% 2036,NSE
1537281,RAYMOND-BE,RAYMOND - DEP SETT,NSE
1537537,COASTCORP,COASTAL CORPORATION,NSE
1539073,JAINAM-SM,JAINAM FER ALLOYS (I),NSE
1540353,EVERESTIND-BE,EVEREST INDUSTRIES,NSE
1540609,ABSLAMC,ADIT BIRL SUN LIF AMC,NSE
1546241,EIFFL,EURO (I) FRESH FOODS,NSE
1548289,PASUPTAC-BE,PASUPATI ACRYLON,NSE
1549313,BMETRICS-SM,BOMBAY METRICS S C,NSE
1549825,CYBERTECH-BE,CYBERTECH SYSTEMS & SOFTW,NSE
1551873,LICNETFGSC,LICNAMC - LICNMFET,NSE
1552897,ATGL,ADANI TOTAL GAS,NSE
1553409,AIROLAM,AIRO LAM,NSE
1556993,DYNAMIC-ST,DYNAMIC SRVCS & SEC,NSE
1559553,DESTINY-ST,DESTINY LOGISTICS & I,NSE
1559809,675GJ29-SG,SDL GJ 6.75% 2029,NSE
1560321,696KA31-SG,SDL KA 6.96% 2031,NSE
1560577,697TN31C-SG,SDL TN 6.97% 2031,NSE
1561345,697UP31A-SG,SDL UP 6.97% 2031,NSE
1561601,698RJ31-SG,SDL RJ 6.98% 2031,NSE
1561857,70MN31A-SG,SDL MN 7.0% 2031,NSE
1562369,70NL31-SG,SDL NL 7.0% 2031,NSE
1562625,703KA32-SG,SDL KA 7.03% 2032,NSE
1564673,713AP36A-SG,SDL AP 7.13% 2036,NSE
1565441,714AP41A-SG,SDL AP 7.14% 2041,NSE
1568001,GOODLUCK,GOODLUCK INDIA,NSE
1570817,DIGJAMLMTD-BE,DIGJAM,NSE
1574145,930SFL28-YP,,NSE
1574913,PANSARI-BE,PANSARI DEVELOPERS,NSE
1575937,ARTNIRMAN,ART NIRMAN,NSE
1577985,BHAGCHEM,BHAGIRADHA CHEM & INDS L,NSE
1579009,97SFL28-YS,,NSE
1586433,842IIFL26-NL,,NSE
1586689,FCL,FINEOTEX CHEMICAL,NSE
1587201,875IIFL26-NM,,NSE
1588993,IIFLZC26-NN,,NSE
1589505,604GJ26-SG,SDL GJ 6.04% 2026,NSE
1589761,695KA31-SG,SDL KA 6.95% 2031,NSE
1590017,699HR31-SG,SDL HR 6.99% 2031,NSE
1590273,708KA34A-SG,SDL KA 7.08% 2034,NSE
1591297,CAMLINFINE,CAMLIN FINE SCIENCES,NSE
1591809,SIKKO,SIKKO INDUSTRIES,NSE
1594113,DTIL,DHUNSERI TEA & IND.,NSE
1595393,3IINFOLTD,3I INFOTECH,NSE
1599489,PREMIER-BE,PREMIER,NSE
1599745,DKEGL-SM,D K ENTERPRISES GLOBAL L,NSE
1602049,ROLTA-BZ,ROLTA INDIA,NSE
1602305,RAJVIR-BZ,RAJVIR INDUSTRIES,NSE
1606145,SELMC-BE,SEL MANUFACTURING CO,NSE
1607169,MEDICAMEQ,MEDICAMEN BIOTECH,NSE
1609217,GULPOLY,GULSHAN POLYOLS,NSE
1612033,HEALTHY,BIRLASLAMC - HEALTHY,NSE
1613313,APOLSINHOT,APOLLO SINDOORI HOTEL,NSE
1613825,609AS26-SG,SDL AS 6.09% 2026,NSE
1614593,634RJ27-SG,SDL RJ 6.34% 2027,NSE
1616641,662CG28-SG,SDL CG 6.62% 2028,NSE
1617153,663HR28-SG,SDL HR 6.63% 2028,NSE
1617409,695BR30-SG,SDL BR 6.95% 2030,NSE
1617921,693GJ31A-SG,SDL GJ 6.93% 2031,NSE
1619713,696RJ31-SG,SDL RJ 6.96% 2031,NSE
1620481,699AS31-SG,SDL AS 6.99% 2031,NSE
1625601,699UP31B-SG,SDL UP 6.99% 2031,NSE
1625857,702AP36-SG,SDL AP 7.02% 2036,NSE
1626113,702AP37-SG,SDL AP 7.02% 2037,NSE
1626369,NIFTYETF,MIRAEAMC - MAN50ETF,NSE
1626881,SGBNOV26-GB,2.50%GOLDBONDS2026SR-III,NSE
1628417,708WB41-SG,SDL WB 7.08% 2041,NSE
1629185,NATIONALUM,NATIONAL ALUMINIUM CO,NSE
1634561,CCHHL,COUNTRY CLUB HOSP HOL,NSE
1640193,LAMBODHARA,LAMBODHARA TEXTILES,NSE
1642753,KRITI,KRITI INDUSTRIES IND,NSE
1644033,MANORG,MANGALAM ORGANICS,NSE
1647361,AIRTELPP-E1,AIRTEL RS. 1.25 PPD UP,NSE
1649665,KOTYARK-ST,KOTYARK INDUSTRIES,NSE
1649921,TECHNOE,TECHNO ELEC & ENG CO.,NSE
1650177,CONSUMIETF,ICICIPRAMC - ICICICONSU,NSE
1651457,SHUBHLAXMI-SM,SHUBHLAXMI JEWEL ART,NSE
1654273,TECH,BIRLASLAMC - TECH,NSE
1658369,698BR30-SG,SDL BR 6.98% 2030,NSE
1658625,703MN31-SG,SDL MN 7.03% 2031,NSE
1658881,698RJ31A-SG,SDL RJ 6.98% 2031,NSE
1659137,696TN31-SG,SDL TN 6.96% 2031,NSE
1659393,70WB31A-SG,SDL WB 7.0% 2031,NSE
1659649,70GA31-SG,SDL GA 7.0% 2031,NSE
1659905,706JK33-SG,SDL JK 7.06% 2033,NSE
1660161,708AP35-SG,SDL AP 7.08% 2035,NSE
1660673,708AP40-SG,SDL AP 7.08% 2040,NSE
1660929,708TS42-SG,SDL TS 7.08% 2042,NSE
1664257,IRIS-BE,IRIS BUSINESS SERV,NSE
1668609,SGBNV29VII-GB,2.5%GOLDBONDS2029SR-VII,NSE
1671937,NHIT-IV,NATIONAL HIGHW INFRA TRUS,NSE
1675009,GRPLTD,GRP,NSE
1675521,NYKAA,FSN E COMMERCE VENTURES,NSE
1678337,694AS31-SG,SDL AS 6.94% 2031,NSE
1678593,692RJ31-SG,SDL RJ 6.92% 2031,NSE
1678849,693UP31-SG,SDL UP 6.93% 2031,NSE
1680129,70AP38A-SG,SDL AP 7.0% 2038,NSE
1680385,70AP39B-SG,SDL AP 7.0% 2039,NSE
1681409,LAXMICOT,LAXMI COTSPIN,NSE
1684225,FINOPB,FINO PAYMENTS BANK,NSE
1687553,NIDAN-SM,NIDAN LABS AND HEALTH,NSE
1688577,SONATSOFTW,SONATA SOFTWARE,NSE
1689601,GENUSPAPER,GENUS P&B,NSE
1691137,EQUAL50ADD,DSPAMC - DSPNEWETF,NSE
1700609,SJS,SJS ENTERPRISES,NSE
1703937,POLICYBZR,PB FINTECH,NSE
1705729,SIGACHI,SIGACHI INDUSTRIES,NSE
1708289,FOODSIN,FOODS & INNS,NSE
1711617,DRSDILIP-SM,DRS DILIP ROADLINES,NSE
1713921,574GS2026-GS,GOI LOAN  5.74% 2026,NSE
1714177,699GS2051-GS,GOI LOAN  6.99% 2051,NSE
1716481,PAYTM,ONE 97 COMMUNICATIONS,NSE
1718017,IVC,IL&FS INVESTMENT MANAGERS,NSE
1718529,MOLDTKPAC,MOLD-TEK PACKAGING,NSE
1719809,SAPPHIRE,SAPPHIRE FOODS INDIA,NSE
1723649,JINDALSTEL,JINDAL STEEL & POWER,NSE
1725697,671TN29-SG,SDL TN 6.71% 2029,NSE
1726209,69KA31-SG,SDL KA 6.9% 2031,NSE
1726465,693UP31A-SG,SDL UP 6.93% 2031,NSE
1727745,698WB37-SG,SDL WB 6.98% 2037,NSE
1728001,699MP41-SG,SDL MP 6.99% 2041,NSE
1728513,699TS43-SG,SDL TS 6.99% 2043,NSE
1736193,NIPPOBATRY,INDO-NATIONAL,NSE
1738753,SBC,SBC EXPORTS,NSE
1741569,STEELCAS,STEELCAST,NSE
1745153,695GS2061-GS,GOI LOAN  6.95% 2061,NSE
1745409,LATENTVIEW,LATENT VIEW ANALYTICS,NSE
1749249,1018GS2026-GS,GOI LOAN 10.18% 2026,NSE
1749761,795GS2032-GS,GOI LOAN 7.95% 2032,NSE
1750017,FOCUS,FOCUS LIGHTG & FIXTRS,NSE
1751809,SMLT,SARTHAK METALS,NSE
1753089,GREENLAM,GREENLAM INDUSTRIES,NSE
1754369,MIRCELECTR-BE,MIRCELECTR-DEPO,NSE
1756161,DHRUV-BE,DHRUV CONSULTANCY SER,NSE
1756929,BAJAJHCARE,BAJAJ HEALTHCARE,NSE
1757697,601GS2028-GS,GOI LOAN 6.01% 2028,NSE
1758209,613GS2028-GS,GOI LOAN 6.13% 2028,NSE
1758977,597GS2025-GS,GOI LOAN 5.97% 2025,NSE
1759489,75GS2034-GS,GOI LOAN 7.50% 2034,NSE
1759745,74GS2035-GS,GOI LOAN 7.40% 2035,NSE
1760513,687BR30A-SG,SDL BR 6.87% 2030,NSE
1760769,686HP30-SG,SDL HP 6.86% 2030,NSE
1761025,691HP31-SG,SDL HP 6.91% 2031,NSE
1761281,693HP32-SG,SDL HP 6.93% 2032,NSE
1761537,692HP33-SG,SDL HP 6.92% 2033,NSE
1762049,833GS2036-GS,GOI LOAN 8.33% 2036,NSE
1762305,824GS2027-GS,GOI LOAN 8.24%2027,NSE
